"TipLabel","Brain_Size_mL","Body_Mass_g","Cooperative","Sociality","Territoriality","Diet","Diet_Simple","Foraging_Niche","Foraging_Niche_Simple","Migration","Dev_Mode","Clade","CladeFit"
"Trichodere_cockerelli",0.65,132.5,"NonCooperative","3","weak","Nectar","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.789681092,"Meliphagoidea","Meliphagoidea"
"Thalassarche_cauta",19.34,3935,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","PartiallyMigratory",-0.578863373,"Procellariiformes","Procellariiformes"
"Alectoris_chukar",2.48,503.5,"NonCooperative","2","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",2.332707179,"Galliformes","Galliformes"
"Larus_marinus",8.2,1658.5,"NonCooperative","3","none","Generalist","Generalist","GroundForaging","GroundForaging","PartiallyMigratory",1.165682874,"Charadriiformes","Charadriiformes"
"Phoebastria_nigripes",15.8,3195,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","PartiallyMigratory",-0.578863373,"Procellariiformes","Procellariiformes"
"Apteryx_mantelli",10.92,2200,"NonCooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",2.332707179,"Apterygiformes","Background"
"Anas_acuta",4.72,946.5,"NonCooperative","2","none","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","Migratory",2.332707179,"Anseriformes","Anseriformes"
"Speculanas_specularis",6.1,1217,"NonCooperative","3","none","AquaticPlants","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",2.332707179,"Anseriformes","Anseriformes"
"Oxyura_australis",4.02,798,"NonCooperative","2","none","AquaticPlants","PlantsSeeds","AquaticDive","Aquatic","PartiallyMigratory",2.311949719,"Anseriformes","Anseriformes"
"Chenonetta_jubata",4.08,807.5,"NonCooperative","3","none","TerrestrialPlants","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",2.332707179,"Anseriformes","Anseriformes"
"Aythya_americana",5.46,1076.5,"NonCooperative","2","weak","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","Migratory",2.322328449,"Anseriformes","Anseriformes"
"Chrysolophus_amherstiae",3.76,738.3,"NonCooperative","2","none","TerrestrialPlants","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",2.332707179,"Galliformes","Galliformes"
"Ducula_perspicillata",3.4,667,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Aythya_affinis",4.18,820,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",2.322328449,"Anseriformes","Anseriformes"
"Gallinula_tenebrosa",2.71,531.5,"Cooperative","3","weak","AquaticPlants","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",1.428029341,"Gruiformes","Gruiformes"
"Ducula_melanochroa",3.8,745,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Ducula_goliath",3.38,658,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Threskiornis_molucca",9.9,1914.4,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",-0.787932819,"Pelecaniformes","Pelecaniformes"
"Larus_pacificus",6.8,1313.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","ForagingGeneralist","ForagingGeneralist","PartiallyMigratory",1.165682874,"Charadriiformes","Charadriiformes"
"Lagopus_lagopus",2.38,459.6,"NonCooperative","3","none","TerrestrialPlants","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",2.332707179,"Galliformes","Galliformes"
"Anser_fabalis",10.65,2053.8,"NonCooperative","3","none","TerrestrialPlants","PlantsSeeds","GroundForaging","GroundForaging","Migratory",2.332707179,"Anseriformes","Anseriformes"
"Melanitta_perspicillata",5.7,1097.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",2.332707179,"Anseriformes","Anseriformes"
"Otidiphaps_nobilis",2.6,500,"NonCooperative","2","none","Fruit","FruitNectar","GroundForaging","GroundForaging","PartiallyMigratory",-1.077891071,"Columbiformes","Columbiformes"
"Botaurus_poiciloptilus",5.8,1110.5,"NonCooperative","1","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",-0.208107302,"Pelecaniformes","Pelecaniformes"
"Aquila_fasciatus",10.5,2000,"NonCooperative","3","weak","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","PartiallyMigratory",-0.578863373,"Accipitriformes","Accipitriformes"
"Anas_poecilorhyncha",6.13,1156,"NonCooperative","2","none","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","PartiallyMigratory",2.332707179,"Anseriformes","Anseriformes"
"Anas_rhynchotis",3.54,667,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","Sedentary",2.332707179,"Anseriformes","Anseriformes"
"Eudyptes_chrysocome",12.42,2330,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","PartiallyMigratory",-0.618989191,"Sphenisciformes","Background"
"Pterocles_lichtensteinii",1.13,211.3,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",2.332707179,"Pteroclidiformes","Background"
"Uria_lomvia",5.3,990.2,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",-0.049548137,"Charadriiformes","Charadriiformes"
"Anas_americana",4.05,755.5,"NonCooperative","2","none","Generalist","Generalist","GroundForaging","GroundForaging","Migratory",2.322328449,"Anseriformes","Anseriformes"
"Fulica_atra",2.85,531,"Cooperative","3","weak","AquaticPlants","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",1.38651442,"Gruiformes","Gruiformes"
"Phaps_chalcoptera",1.78,331,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.469243054,"Columbiformes","Columbiformes"
"Dendrocygna_viduata",3.73,690,"NonCooperative","3","none","AquaticPlants","PlantsSeeds","ForagingGeneralist","ForagingGeneralist","PartiallyMigratory",2.301570989,"Anseriformes","Anseriformes"
"Oxyura_maccoa",4.68,862.5,"NonCooperative","2","none","AquaticPlants","PlantsSeeds","AquaticDive","Aquatic","Sedentary",2.332707179,"Anseriformes","Anseriformes"
"Oxyura_jamaicensis",3.52,647.3,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Sedentary",2.332707179,"Anseriformes","Anseriformes"
"Treron_capellei",2.2,404.5,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.469243054,"Columbiformes","Columbiformes"
"Columba_leucomela",2.29,420,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Lopholaimus_antarcticus",2.71,497,"NonCooperative","2","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Melanitta_nigra",5.85,1072,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",2.322328449,"Anseriformes","Anseriformes"
"Sarcoramphus_papa",18.56,3400,"NonCooperative","3","none","Ca","Vertebrates","GroundForaging","GroundForaging","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Thalassarche_chrysostoma",19.15,3507.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","PartiallyMigratory",-0.578863373,"Procellariiformes","Procellariiformes"
"Phalacrocorax_sulcirostris",5.64,1030.5,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Sedentary",-2.006493377,"Suliformes","Suliformes"
"Podiceps_auritus",2.43,441.7,"NonCooperative","2","weak","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",1.438408071,"Podicipediformes","Podicipediformes"
"Aythya_marila",5.8,1054,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",2.322328449,"Anseriformes","Anseriformes"
"Treron_sieboldii",1.35,245,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","PartiallyMigratory",-1.469243054,"Columbiformes","Columbiformes"
"Thalassarche_melanophrys",17.88,3232,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","PartiallyMigratory",-0.578863373,"Procellariiformes","Procellariiformes"
"Clangula_hyemalis",4.88,873,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",2.301570989,"Anseriformes","Anseriformes"
"Somateria_spectabilis",7.39,1318.5,"NonCooperative","1","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",2.322328449,"Anseriformes","Anseriformes"
"Ducula_aenea",3.06,545,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Leucosarcia_melanoleuca",2.41,429,"NonCooperative","3","none","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",-1.077891071,"Columbiformes","Columbiformes"
"Aythya_australis",4.89,870,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Sedentary",2.311949719,"Anseriformes","Anseriformes"
"Larus_schistisagus",7.45,1323,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",1.165682874,"Charadriiformes","Charadriiformes"
"Aythya_valisineria",6.78,1203,"NonCooperative","2","none","AquaticPlants","PlantsSeeds","AquaticDive","Aquatic","Migratory",2.322328449,"Anseriformes","Anseriformes"
"Dendrocygna_arcuata",4.51,799,"NonCooperative","3","none","AquaticPlants","PlantsSeeds","AquaticDive","Aquatic","PartiallyMigratory",2.332707179,"Anseriformes","Anseriformes"
"Caloenas_nicobarica",3.06,540,"NonCooperative","2","none","Fruit","FruitNectar","GroundForaging","GroundForaging","PartiallyMigratory",-1.077891071,"Columbiformes","Columbiformes"
"Phalacrocorax_auritus",11.85,2089,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","PartiallyMigratory",-1.884746055,"Suliformes","Suliformes"
"Phalcoboenus_australis",10.5,1848,"Cooperative","3","weak","Vertebrates","Vertebrates","GroundForaging","GroundForaging","PartiallyMigratory",-0.578863373,"Falconiformes","Falconiformes"
"Gallirallus_australis",5.11,899.3,"NonCooperative","3","strong","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",0.365601068,"Gruiformes","Gruiformes"
"Psophia_crepitans",5.85,1026,"Cooperative","3","strong","Fruit","FruitNectar","GroundForaging","GroundForaging","Sedentary",1.438408071,"Gruiformes","Gruiformes"
"Phaps_histrionica",1.65,289,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.469243054,"Columbiformes","Columbiformes"
"Pelecanus_occidentalis",19.68,3438,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticPlunge","Aquatic","Sedentary",-0.911094211,"Pelecaniformes","Pelecaniformes"
"Nipponia_nippon",10.9,1900,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",-0.787932819,"Pelecaniformes","Pelecaniformes"
"Ortalis_vetula",3.23,563,"NonCooperative","3","strong","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",2.332707179,"Galliformes","Galliformes"
"Crypturellus_tataupa",1.26,219.5,"NonCooperative","2","strong","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",2.332707179,"Tinamiformes","Background"
"Numenius_arquata",4.63,805.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.301570989,"Charadriiformes","Charadriiformes"
"Cathartes_aura",9.98,1733.3,"NonCooperative","3","none","Ca","Vertebrates","GroundForaging","GroundForaging","PartiallyMigratory",-0.578863373,"Accipitriformes","Accipitriformes"
"Coragyps_atratus",11.99,2080.5,"NonCooperative","3","none","Ca","Vertebrates","GroundForaging","GroundForaging","PartiallyMigratory",-0.578863373,"Accipitriformes","Accipitriformes"
"Dendrocygna_eytoni",4.56,790,"NonCooperative","3","none","TerrestrialPlants","PlantsSeeds","GroundForaging","GroundForaging","PartiallyMigratory",2.332707179,"Anseriformes","Anseriformes"
"Patagioenas_fasciata",2.12,367.3,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.987371821,"Columbiformes","Columbiformes"
"Chrysolophus_pictus",3.32,575,"NonCooperative","2","none","TerrestrialPlants","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",2.332707179,"Galliformes","Galliformes"
"Columba_livia",2.04,354,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.417430178,"Columbiformes","Columbiformes"
"Uria_aalge",5.73,991,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",-0.049548137,"Charadriiformes","Charadriiformes"
"Actophilornis_africanus",0.79,137,"NonCooperative","2","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",2.332707179,"Charadriiformes","Charadriiformes"
"Anas_clypeata",3.56,613,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","Migratory",2.332707179,"Anseriformes","Anseriformes"
"Mycteria_americana",14.88,2558.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",-0.578863373,"Ciconiiformes","Background"
"Tadorna_radjah",5.18,886.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",2.332707179,"Anseriformes","Anseriformes"
"Gallirallus_sylvestris",2.9,496,"Cooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",1.38651442,"Gruiformes","Gruiformes"
"Anas_superciliosa",5.33,910,"NonCooperative","2","none","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","PartiallyMigratory",2.332707179,"Anseriformes","Anseriformes"
"Tigrisoma_mexicanum",6.8,1160,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",-0.578863373,"Pelecaniformes","Pelecaniformes"
"Chionis_albus",3.97,677,"NonCooperative","2","none","Generalist","Generalist","GroundForaging","GroundForaging","Migratory",1.438408071,"Charadriiformes","Charadriiformes"
"Phalacrocorax_fuscescens",8.89,1515,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Sedentary",-2.006493377,"Suliformes","Suliformes"
"Columba_vitiensis",2.23,380,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Apteryx_owenii",7.3,1243,"NonCooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",2.332707179,"Apterygiformes","Background"
"Rollandia_rolland",1.98,336,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","PartiallyMigratory",1.438408071,"Podicipediformes","Podicipediformes"
"Ithaginis_cruentus",3.18,537.5,"NonCooperative","2","weak","TerrestrialPlants","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",2.332707179,"Galliformes","Galliformes"
"Burhinus_bistriatus",4.66,787,"NonCooperative","3","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",1.428029341,"Charadriiformes","Charadriiformes"
"Theristicus_caerulescens",8.9,1500,"NonCooperative","3","none","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-1.517305673,"Pelecaniformes","Pelecaniformes"
"Numenius_madagascariensis",4.7,792,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.301570989,"Charadriiformes","Charadriiformes"
"Bucorvus_abyssinicus",23.75,4000,"Cooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-2.524622143,"Bucerotiformes","Bucerotiformes"
"Treron_pompadora",1.39,234,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.469243054,"Columbiformes","Columbiformes"
"Anas_castanea",3.73,625,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","PartiallyMigratory",2.332707179,"Anseriformes","Anseriformes"
"Necrosyrtes_monachus",12.25,2050,"NonCooperative","3","none","Ca","Vertebrates","GroundForaging","GroundForaging","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Trigonoceps_occipitalis",23,3828.5,"NonCooperative","3","weak","Ca","Vertebrates","GroundForaging","GroundForaging","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Ardea_pacifica",5.16,858.3,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",-0.578863373,"Pelecaniformes","Pelecaniformes"
"Recurvirostra_avosetta",1.83,304,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",2.332707179,"Charadriiformes","Charadriiformes"
"Columba_guinea",2.12,352,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.365617301,"Columbiformes","Columbiformes"
"Terathopius_ecaudatus",14.69,2438.5,"Cooperative","3","weak","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
