"TipLabel","Brain_Size_mL","Body_Mass_g","Cooperative","Sociality","Territoriality","Diet","Diet_Simple","Foraging_Niche","Foraging_Niche_Simple","Migration","Dev_Mode","Clade","CladeFit"
"Alca_torda",5.38,719,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",0.209920116,"Charadriiformes","Charadriiformes"
"Procellaria_cinerea",8.49,1131,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","PartiallyMigratory",-0.578863373,"Procellariiformes","Procellariiformes"
"Anas_platalea",3.5,465.5,"NonCooperative","2","weak","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","PartiallyMigratory",2.322328449,"Anseriformes","Anseriformes"
"Turacoena_manadensis",1.6,212.5,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.261991548,"Columbiformes","Columbiformes"
"Leptotila_plumbeiceps",1.28,170,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.521055931,"Columbiformes","Columbiformes"
"Patagioenas_plumbea",1.35,179,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.987371821,"Columbiformes","Columbiformes"
"Ducula_luctuosa",3.1,410,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Circaetus_gallicus",13,1717.3,"NonCooperative","3","weak","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","Migratory",-0.578863373,"Accipitriformes","Accipitriformes"
"Larus_heermanni",3.85,507,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AerialScreaning","AerialScreaning","Sedentary",1.103410493,"Charadriiformes","Charadriiformes"
"Patagioenas_cayennensis",1.76,231.7,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.987371821,"Columbiformes","Columbiformes"
"Podilymbus_podiceps",3.16,416,"NonCooperative","3","strong","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","PartiallyMigratory",1.438408071,"Podicipediformes","Podicipediformes"
"Limosa_fedoa",2.73,358.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.301570989,"Charadriiformes","Charadriiformes"
"Malacorhynchus_membranaceus",2.85,374,"NonCooperative","2","none","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","PartiallyMigratory",2.322328449,"Anseriformes","Anseriformes"
"Fratercula_cirrhata",5.91,775,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",-0.578863373,"Charadriiformes","Charadriiformes"
"Aythya_collaris",5.38,705,"NonCooperative","2","weak","AquaticPlants","PlantsSeeds","AquaticDive","Aquatic","Migratory",2.322328449,"Anseriformes","Anseriformes"
"Aythya_fuligula",5.35,701,"NonCooperative","2","none","AquaticPlants","PlantsSeeds","AquaticDive","Aquatic","PartiallyMigratory",2.332707179,"Anseriformes","Anseriformes"
"Patagioenas_speciosa",1.98,258.5,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.987371821,"Columbiformes","Columbiformes"
"Chalcophaps_stephani",1.08,141,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-2.26555776,"Columbiformes","Columbiformes"
"Circus_aeruginosus",5.48,711.5,"NonCooperative","3","none","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","PartiallyMigratory",-0.578863373,"Accipitriformes","Accipitriformes"
"Aceros_cassidix",18.19,2360,"NonCooperative","3","weak","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-3.66450543,"Bucerotiformes","Bucerotiformes"
"Anas_laysanensis",3.55,459.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","Sedentary",2.332707179,"Anseriformes","Anseriformes"
"Bubo_scandiaca",15.87,2042.5,"NonCooperative","3","weak","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Migratory",-0.985300452,"Strigiformes","Strigiformes"
"Rollulus_rouloul",1.85,238,"NonCooperative","3","strong","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",2.332707179,"Galliformes","Galliformes"
"Anas_cyanoptera",3.26,418.8,"NonCooperative","2","none","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","PartiallyMigratory",2.332707179,"Anseriformes","Anseriformes"
"Rhynochetos_jubatus",6.7,860,"Cooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",1.38651442,"Eurypygiformes","Background"
"Reinwardtoena_reinwardtsi",2,256.5,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.261991548,"Columbiformes","Columbiformes"
"Phaps_elegans",1.65,211.5,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.469243054,"Columbiformes","Columbiformes"
"Ibidorhyncha_struthersii",2.3,294,"NonCooperative","3","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",2.322328449,"Charadriiformes","Charadriiformes"
"Colinus_virginianus",1.3,166,"NonCooperative","2","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",2.332707179,"Galliformes","Galliformes"
"Anas_crecca",2.7,343.8,"NonCooperative","2","none","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","PartiallyMigratory",2.332707179,"Anseriformes","Anseriformes"
"Anas_eatoni",3.6,458,"NonCooperative","2","none","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","Migratory",2.332707179,"Anseriformes","Anseriformes"
"Cyrtonyx_montezumae",1.46,185.5,"NonCooperative","3","strong","TerrestrialPlants","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",2.332707179,"Galliformes","Galliformes"
"Numenius_phaeopus",3.13,397.7,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.332707179,"Charadriiformes","Charadriiformes"
"Callipepla_gambelii",1.32,166,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",2.332707179,"Galliformes","Galliformes"
"Burhinus_oedicnemus",3.65,459,"NonCooperative","2","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Migratory",1.428029341,"Charadriiformes","Charadriiformes"
"Treron_calvus",1.58,198.5,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","PartiallyMigratory",-1.469243054,"Columbiformes","Columbiformes"
"Cariama_cristata",11.15,1400,"NonCooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-0.018411946,"Cariamiformes","Background"
"Treron_fulvicollis",1.3,163,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.469243054,"Columbiformes","Columbiformes"
"Anorrhinus_galeritus",9.6,1190.5,"Cooperative","3","strong","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.939125157,"Bucerotiformes","Bucerotiformes"
"Bartramia_longicauda",1.3,161.1,"NonCooperative","2","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Migratory",2.332707179,"Charadriiformes","Charadriiformes"
"Henicophaps_albifrons",2.1,260,"NonCooperative","3","none","Fruit","FruitNectar","GroundForaging","GroundForaging","Sedentary",-1.077891071,"Columbiformes","Columbiformes"
"Plegadis_falcinellus",5.12,633.8,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",-1.128885996,"Pelecaniformes","Pelecaniformes"
"Puffinus_tenuirostris",4.5,556.7,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticPlunge","Aquatic","Migratory",-0.578863373,"Procellariiformes","Procellariiformes"
"Leptotila_rufaxilla",1.27,157,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.521055931,"Columbiformes","Columbiformes"
"Gymnophaps_albertisii",2.1,259,"NonCooperative","2","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Plegadis_chihi",5.04,621.5,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",-1.128885996,"Pelecaniformes","Pelecaniformes"
"Podager_nacunda",1.29,159,"NonCooperative","2","weak","Invertebrates","Invertebrates","AerialScreaning","AerialScreaning","Sedentary",1.144925414,"Caprimulgiformes","Caprimulgiformes"
"Anas_discors",2.93,360,"NonCooperative","2","none","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","Migratory",2.332707179,"Anseriformes","Anseriformes"
"Geotrygon_montana",1.14,140,"NonCooperative","3","weak","Fruit","FruitNectar","GroundForaging","GroundForaging","Sedentary",-1.521055931,"Columbiformes","Columbiformes"
"Haematopus_bachmani",4.52,555,"NonCooperative","3","strong","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",1.407271881,"Charadriiformes","Charadriiformes"
"Geotrygon_chrysia",1.31,160.5,"NonCooperative","3","weak","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",-1.521055931,"Columbiformes","Columbiformes"
"Geotrygon_lawrencii",1.8,220,"NonCooperative","3","weak","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",-1.521055931,"Columbiformes","Columbiformes"
"Ptilinopus_occipitalis",1.95,238,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Larus_crassirostris",4.6,561,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","PartiallyMigratory",1.165682874,"Charadriiformes","Charadriiformes"
"Nycticorax_nycticorax",6.66,810,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",-0.488333016,"Pelecaniformes","Pelecaniformes"
"Bostrychia_hagedash",10.18,1238,"NonCooperative","3","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-1.351569087,"Pelecaniformes","Pelecaniformes"
"Rallus_longirostris",2.39,289.9,"NonCooperative","2","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",1.438408071,"Gruiformes","Gruiformes"
"Anas_flavirostris",3.56,429.5,"NonCooperative","3","none","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","PartiallyMigratory",2.332707179,"Anseriformes","Anseriformes"
"Leptotila_jamaicensis",1.37,165,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.521055931,"Columbiformes","Columbiformes"
"Patagioenas_picazuro",2.32,279,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-1.987371821,"Columbiformes","Columbiformes"
"Falco_peregrinus",6.19,743.1,"Cooperative","3","strong","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","PartiallyMigratory",-0.734302003,"Falconiformes","Falconiformes"
"Ocyphaps_lophotes",1.7,204,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.469243054,"Columbiformes","Columbiformes"
"Stigmatopelia_chinensis",1.35,161.5,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.382462955,"Columbiformes","Columbiformes"
"Fratercula_arctica",4.05,483.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",-0.578863373,"Charadriiformes","Charadriiformes"
"Mesembrinibis_cayennensis",6.34,756,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",-0.787932819,"Pelecaniformes","Pelecaniformes"
"Phapitreron_leucotis",1.13,134.5,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.077891071,"Columbiformes","Columbiformes"
"Pterodroma_lessonii",5.87,698,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AerialScreaning","AerialScreaning","PartiallyMigratory",-0.578863373,"Procellariiformes","Procellariiformes"
"Scopus_umbretta",4.25,504,"Cooperative","3","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",-0.578863373,"Pelecaniformes","Pelecaniformes"
"Tigrisoma_lineatum",6.86,813,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",-0.578863373,"Pelecaniformes","Pelecaniformes"
"Histrionicus_histrionicus",4.86,573.7,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","PartiallyMigratory",2.311949719,"Anseriformes","Anseriformes"
"Ninox_strenua",11.44,1349.5,"NonCooperative","3","strong","Vertebrates","Vertebrates","AerialSallying","AerialSallying","PartiallyMigratory",-1.304243646,"Strigiformes","Strigiformes"
"Tauraco_corythaix",2.7,318,"NonCooperative","3","strong","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-0.523219464,"Musophagiformes","Background"
"Accipiter_novaehollandiae",4.74,558.1,"NonCooperative","3","strong","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Petrophassa_albipennis",1.1,129.5,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.469243054,"Columbiformes","Columbiformes"
"Phaethon_lepturus",2.8,329.6,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticPlunge","Aquatic","Migratory",-0.837927757,"Phaethontiformes","Background"
"Vanellus_miles",2.85,334.6,"NonCooperative","3","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",2.332707179,"Charadriiformes","Charadriiformes"
"Numenius_tahitiensis",3.42,401,"NonCooperative","3","none","Generalist","Generalist","GroundForaging","GroundForaging","Migratory",2.332707179,"Charadriiformes","Charadriiformes"
"Elanus_leucurus",2.96,346,"NonCooperative","3","weak","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","PartiallyMigratory",-0.578863373,"Accipitriformes","Accipitriformes"
"Hydrophasianus_chirurgus",1.4,163.5,"NonCooperative","2","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",2.332707179,"Charadriiformes","Charadriiformes"
"Larus_delawarensis",4.44,518.5,"NonCooperative","3","none","Generalist","Generalist","GroundForaging","GroundForaging","PartiallyMigratory",1.103410493,"Charadriiformes","Charadriiformes"
"Calonectris_diomedea",4.92,571.8,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","Migratory",-0.578863373,"Procellariiformes","Procellariiformes"
"Hamirostra_melanosternon",10.35,1196,"Cooperative","3","strong","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","PartiallyMigratory",-0.578863373,"Accipitriformes","Accipitriformes"
"Patagioenas_subvinacea",1.42,163,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.987371821,"Columbiformes","Columbiformes"
"Stercorarius_parasiticus",3.89,445.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AerialScreaning","AerialScreaning","Migratory",1.186440334,"Charadriiformes","Charadriiformes"
"Accipiter_gentilis",7.88,901.7,"NonCooperative","3","strong","Vertebrates","Vertebrates","AerialSallying","AerialSallying","PartiallyMigratory",-0.516590992,"Accipitriformes","Accipitriformes"
"Rynchops_niger",2.64,301.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AerialScreaning","AerialScreaning","PartiallyMigratory",1.072274303,"Charadriiformes","Charadriiformes"
"Tauraco_erythrolophus",2.34,267.5,"NonCooperative","3","strong","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-0.523219464,"Musophagiformes","Background"
"Nyctanassa_violacea",5.98,682.5,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",-0.564734385,"Pelecaniformes","Pelecaniformes"
"Haematopus_ostralegus",4.52,514.5,"Cooperative","3","strong","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",1.38651442,"Charadriiformes","Charadriiformes"
"Buteogallus_urubitinga",10.17,1156.5,"NonCooperative","3","weak","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Callipepla_californica",1.33,151,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",2.332707179,"Galliformes","Galliformes"
"Vanellus_tricolor",2.39,270.8,"NonCooperative","3","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",2.332707179,"Charadriiformes","Charadriiformes"
"Macropygia_unchall",1.48,167.5,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-1.261991548,"Columbiformes","Columbiformes"
"Geotrygon_costaricensis",1.9,215,"NonCooperative","3","strong","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",-1.521055931,"Columbiformes","Columbiformes"
"Ninox_rufa",8.43,953.8,"NonCooperative","2","strong","Vertebrates","Vertebrates","AerialSallying","AerialSallying","PartiallyMigratory",-1.304243646,"Strigiformes","Strigiformes"
"Leucophaeus_scoresbii",4.64,524.3,"NonCooperative","2","none","Ca","Vertebrates","GroundForaging","GroundForaging","PartiallyMigratory",-0.384545714,"Charadriiformes","Charadriiformes"
"Crex_crex",1.38,155.5,"NonCooperative","2","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Migratory",1.438408071,"Gruiformes","Gruiformes"
"Callonetta_leucophrys",3.25,365.5,"NonCooperative","3","none","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","PartiallyMigratory",2.332707179,"Anseriformes","Anseriformes"
"Phapitreron_amethystinus",1.29,145,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.077891071,"Columbiformes","Columbiformes"
"Crinifer_piscator",4.7,527,"Cooperative","3","strong","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-0.837927757,"Musophagiformes","Background"
"Gallicolumba_crinigera",1.45,162.5,"NonCooperative","2","weak","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",-1.077891071,"Columbiformes","Columbiformes"
"Caracara_cheriway",9.26,1031,"NonCooperative","3","weak","Ca","Vertebrates","GroundForaging","GroundForaging","Sedentary",-0.578863373,"Falconiformes","Falconiformes"
"Scolopax_rusticola",2.78,309.5,"NonCooperative","1","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",1.438408071,"Charadriiformes","Charadriiformes"
"Spizaetus_tyrannus",9.1,1013,"NonCooperative","3","strong","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Gallirallus_philippensis",1.97,218.8,"NonCooperative","3","strong","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",1.438408071,"Gruiformes","Gruiformes"
"Cochlearius_cochlearius",5.83,645,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",-0.578863373,"Pelecaniformes","Pelecaniformes"
"Chalcophaps_indica",1.25,137.7,"NonCooperative","3","none","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",-2.26555776,"Columbiformes","Columbiformes"
"Limosa_haemastica",2.32,255.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.332707179,"Charadriiformes","Charadriiformes"
"Falco_subniger",6.5,715.2,"NonCooperative","3","weak","Vertebrates","Vertebrates","ForagingGeneralist","ForagingGeneralist","PartiallyMigratory",-0.578863373,"Falconiformes","Falconiformes"
"Pagophila_eburnea",4.83,529.5,"NonCooperative","2","weak","AquaticAnimals","AquaticAnimals","AerialScreaning","AerialScreaning","PartiallyMigratory",1.165682874,"Charadriiformes","Charadriiformes"
"Treron_curvirostra",1.36,149,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.469243054,"Columbiformes","Columbiformes"
"Ninox_connivens",6.4,700,"NonCooperative","3","strong","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Sedentary",-1.808162651,"Strigiformes","Strigiformes"
"Pterodroma_macroptera",4.88,532.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AerialScreaning","AerialScreaning","PartiallyMigratory",-0.578863373,"Procellariiformes","Procellariiformes"
"Anastomus_lamelligerus",10.28,1120,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",-0.578863373,"Ciconiiformes","Background"
"Parabuteo_unicinctus",7.98,865,"Cooperative","3","weak","Vertebrates","Vertebrates","AerialSallying","AerialSallying","PartiallyMigratory",-0.578863373,"Accipitriformes","Accipitriformes"
"Ptilinopus_superbus",1.09,118,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Calidris_canutus",1.32,142,"NonCooperative","3","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.332707179,"Charadriiformes","Charadriiformes"
"Brachypteracias_leptosomus",1.73,185,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.472809267,"Coraciiformes","Coraciiformes"
"Falco_mexicanus",6.86,734,"NonCooperative","3","weak","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","Migratory",-0.578863373,"Falconiformes","Falconiformes"
"Anas_versicolor",3.63,387.5,"NonCooperative","3","none","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","PartiallyMigratory",2.332707179,"Anseriformes","Anseriformes"
"Alectroenas_pulcherrima",1.55,165,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Coturnix_pectoralis",0.96,102,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",2.332707179,"Galliformes","Galliformes"
"Strigops_habroptila",16.5,1750,"NonCooperative","1","weak","TerrestrialPlants","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.780120314,"Psittaciformes","Psittaciformes"
"Treron_vernans",1.25,132.5,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.469243054,"Columbiformes","Columbiformes"
"Fulmarus_glacialoides",7.46,790.8,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","Migratory",-0.578863373,"Procellariiformes","Procellariiformes"
"Aethia_psittacula",2.55,270,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",-0.578863373,"Charadriiformes","Charadriiformes"
"Ptilinopus_leclancheri",1.55,164,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Anas_aucklandica",4.4,465.5,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","PartiallyMigratory",2.322328449,"Anseriformes","Anseriformes"
"Micrastur_semitorquatus",6,631,"NonCooperative","3","strong","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Sedentary",-0.682489127,"Falconiformes","Falconiformes"
"Limosa_lapponica",2.77,291.3,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.301570989,"Charadriiformes","Charadriiformes"
"Aethia_cristatella",2.47,259.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",-0.578863373,"Charadriiformes","Charadriiformes"
"Cepphus_grylle",3.61,378,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",-0.578863373,"Charadriiformes","Charadriiformes"
"Eurostopodus_mystacalis",1.33,139,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialScreaning","AerialScreaning","Sedentary",1.217576525,"Caprimulgiformes","Caprimulgiformes"
"Streptopelia_turtur",1.39,145.1,"NonCooperative","2","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Migratory",-1.987371821,"Columbiformes","Columbiformes"
"Cerorhinca_monocerata",4.63,483,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",-0.578863373,"Charadriiformes","Charadriiformes"
"Rhodostethia_rosea",2.15,223.4,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AerialScreaning","AerialScreaning","PartiallyMigratory",0.916593351,"Charadriiformes","Charadriiformes"
"Ptilinopus_jambu",1.3,135,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Zenaida_aurita",1.45,150.2,"NonCooperative","3","none","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",-1.521055931,"Columbiformes","Columbiformes"
"Fratercula_corniculata",5.19,536.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",-0.578863373,"Charadriiformes","Charadriiformes"
"Vanellus_senegallus",2.43,251,"NonCooperative","3","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",2.332707179,"Charadriiformes","Charadriiformes"
"Buteogallus_meridionalis",7.84,808,"NonCooperative","3","weak","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Thalassoica_antarctica",6.68,688,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","PartiallyMigratory",-0.578863373,"Procellariiformes","Procellariiformes"
"Ptilinopus_rivoli",1.45,149,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Streptopelia_capicola",1.49,153,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Coturnix_coturnix",0.94,96.5,"NonCooperative","2","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Migratory",2.332707179,"Galliformes","Galliformes"
"Larus_canus",4.07,415.8,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",0.092875871,"Charadriiformes","Charadriiformes"
"Buteo_polyosoma",8.78,896,"Cooperative","3","weak","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","PartiallyMigratory",-0.578863373,"Accipitriformes","Accipitriformes"
"Strix_leptogrammica",9.51,970,"NonCooperative","3","weak","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Sedentary",-1.234470749,"Strigiformes","Strigiformes"
"Geopelia_humeralis",1.26,128.5,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.313804424,"Columbiformes","Columbiformes"
"Buteo_jamaicensis",9.18,935.5,"NonCooperative","3","weak","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Migratory",-0.578863373,"Accipitriformes","Accipitriformes"
"Arenaria_interpres",1.34,136,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.280813528,"Charadriiformes","Charadriiformes"
"Anthracoceros_coronatus",7.98,808.5,"NonCooperative","3","strong","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.939125157,"Bucerotiformes","Bucerotiformes"
